utterance_id,audio_path,source,split,chunk_start_sec,chunk_end_sec,span_index,start_sec,end_sec,language,text
lexmodi_original_2h20m_10m__chunk_0005,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0005.wav,lexmodi_original_2h20m_10m,test,70.000,85.000,0,0.22,1.71,english,head of the government
lexmodi_original_2h20m_10m__chunk_0005,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0005.wav,lexmodi_original_2h20m_10m,test,70.000,85.000,4,12.33,13.25,english,inspiration
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,0,0.28,2.84,english,one 1.4 billion
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,1,2.93,4.14,hindi,लोगों की सेवा
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,2,5.19,5.71,hindi,उनके
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,3,5.81,6.62,english,aspiration
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,4,8.11,9.58,hindi,उनकी आवश्यकता
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,5,11.02,14.16,hindi,जितनी मेहनत कर सकूं जितना कर सकूं मैं करने के
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,6,14.16,14.71,english,mood
lexmodi_original_2h20m_10m__chunk_0007,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0007.wav,lexmodi_original_2h20m_10m,test,98.000,113.000,0,0.0,0.58,hindi,मैं करने के
lexmodi_original_2h20m_10m__chunk_0007,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0007.wav,lexmodi_original_2h20m_10m,test,98.000,113.000,1,0.58,0.81,english,mood
lexmodi_original_2h20m_10m__chunk_0007,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0007.wav,lexmodi_original_2h20m_10m,test,98.000,113.000,2,0.81,1.23,hindi,में हूं
lexmodi_original_2h20m_10m__chunk_0007,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0007.wav,lexmodi_original_2h20m_10m,test,98.000,113.000,3,1.54,3.23,hindi,आज भी मेरी ऊर्जा वही है जी
lexmodi_original_2h20m_10m__chunk_0007,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0007.wav,lexmodi_original_2h20m_10m,test,98.000,113.000,4,4.07,14.54,english,"Me as an engineer, as a person who loves mathematics, I have to ask. Srinivasa Ramanujan is an Indian mathematician from a century ago. He is widely considered to be uh one of the"
lexmodi_original_2h20m_10m__chunk_0008,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0008.wav,lexmodi_original_2h20m_10m,test,112.000,127.000,0,0.1,13.0,english,"uh one of the greatest mathematicians of all time, self-taught, grew up in poverty. You have often spoken about him. Uh what do you find inspiring about him?"
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,0,0.37,3.14,hindi,देखिए मैं देख रहा हूं मैं
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,1,4.13,5.17,hindi,बहुत आदर करता हूं
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,2,6.09,10.22,hindi,और मेरे देश के हर कोई उनको आदर करते हैं क्योंकि
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,3,12.82,13.43,english,science
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,4,13.43,13.62,hindi,और
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,5,13.62,14.28,english,spirituality
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,6,14.28,14.58,hindi,के बीच
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,0,0.0,0.51,english,spirituality
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,2,1.46,1.83,english,connect
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,5,6.09,8.35,english,scientific advance minds
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,7,11.58,12.91,english,spiritually advance
lexmodi_original_2h20m_10m__chunk_0011,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0011.wav,lexmodi_original_2h20m_10m,test,154.000,169.000,0,0.4,1.54,english,So cut off
lexmodi_original_2h20m_10m__chunk_0011,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0011.wav,lexmodi_original_2h20m_10m,test,154.000,169.000,1,1.54,2.35,hindi,नहीं होता है।
lexmodi_original_2h20m_10m__chunk_0011,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0011.wav,lexmodi_original_2h20m_10m,test,154.000,169.000,2,2.92,5.53,hindi,श्रीनिवास रामानुजम कहते थे कि उन्हें
lexmodi_original_2h20m_10m__chunk_0011,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0011.wav,lexmodi_original_2h20m_10m,test,154.000,169.000,4,9.49,13.06,hindi,उस देवी से आते हैं जिसकी वो पूजा करते हैं।
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,0,0.0,1.23,english,any idea
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,3,6.2,6.89,english,hard work
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,6,11.93,12.42,english,devote
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,3,9.07,9.44,english,knowledge
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,5,10.59,11.13,english,sources
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,7,11.89,12.24,english,open
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,0,0.0,1.05,hindi,हमारे पास उतने ही ज्यादा
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,2,1.57,2.21,hindi,आएंगे।
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,3,3.28,3.73,hindi,हमें
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,5,5.56,5.72,hindi,और
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,7,6.13,7.98,hindi,के बीच में फर्क करना भी समझना चाहिए।
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,8,8.3,8.79,hindi,कुछ लोग
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,10,9.58,9.77,hindi,को
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,12,10.22,10.74,hindi,मानते हैं
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,13,11.08,11.31,hindi,और
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,15,12.01,14.67,hindi,का बहुत बड़ा पुंज लेकर के घूमते
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,0,0.0,1.83,hindi,पुंज लेकर के घूमते रहते हैं
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,1,2.16,3.07,hindi,मैं नहीं मानता हूं कि
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,2,3.07,3.75,english,information
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,3,3.75,4.19,hindi,का मतलब
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,4,4.19,4.6,english,knowledge
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,5,4.6,4.98,hindi,करना
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,6,5.09,5.53,english,Knowledge
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,7,5.53,8.4,hindi,एक एक विधा है जो एक
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,8,9.02,9.77,english,processing
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,9,9.77,11.41,hindi,के बाद धीरे-धीरे-धीरे
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,10,11.41,11.79,english,evolve
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,11,11.79,12.33,hindi,होती है
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,12,13.34,14.37,hindi,और उसको हमने उस
lexmodi_original_2h20m_10m__chunk_0016,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0016.wav,lexmodi_original_2h20m_10m,test,224.000,239.000,1,2.91,3.21,english,handle
lexmodi_original_2h20m_10m__chunk_0016,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0016.wav,lexmodi_original_2h20m_10m,test,224.000,239.000,3,5.05,14.5,english,"You have a reputation for being a decisive leader. So, can you walk me through on this topic of ideas, how you make decisions, what's your process?"
lexmodi_original_2h20m_10m__chunk_0017,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0017.wav,lexmodi_original_2h20m_10m,test,238.000,253.000,0,0.0,13.5,english,"process. So for instance when facing a high stakes choice, uh with no clear precedence, you know, a lot of uncertainty, having to balance inputs, how do you make decisions?"
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,0,1.8,3.76,hindi,बहुत सी बातें हैं इसके पीछे
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,1,4.86,5.1,hindi,एक
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,2,7.43,9.55,hindi,शायद हिंदुस्तान में मैं एक ऐसा
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,3,9.55,10.16,english,politician
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,4,10.16,10.36,hindi,हूं
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,5,11.71,13.44,hindi,जो मेरे देश के
lexmodi_original_2h20m_10m__chunk_0019,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0019.wav,lexmodi_original_2h20m_10m,test,266.000,281.000,0,1.334,3.794,english,85 to 90% district
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,0,2.15,5.56,hindi,"उससे जो मैंने पाया है, वो जो सीखा है,"
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,1,6.36,8.28,hindi,तो मेरे पास वो एक बहुत बड़ा
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,2,8.94,9.78,hindi,चीजों को
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,3,9.99,10.92,english,grass root level
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,4,11.0,13.04,hindi,पर स्थितियों के विषय में मेरी
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,5,13.23,14.07,english,first hand information
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,6,14.07,14.48,hindi,है।
lexmodi_original_2h20m_10m__chunk_0021,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0021.wav,lexmodi_original_2h20m_10m,test,294.000,309.000,0,0.0,0.72,english,observation
lexmodi_original_2h20m_10m__chunk_0021,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0021.wav,lexmodi_original_2h20m_10m,test,294.000,309.000,3,10.24,10.82,english,governance
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,0,0.17,0.56,hindi,प्रकार का
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,1,0.56,1.23,english,baggage
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,2,1.23,1.96,hindi,नहीं है
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,3,3.09,3.51,hindi,कि जिस
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,4,3.51,4.03,english,baggage
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,5,4.03,11.23,hindi,को लेकर के मुझे दबे रहना है उसके आधार पर मेरा चलना है वो नहीं है
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,6,11.84,12.4,hindi,तीसरा
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,7,13.12,14.5,hindi,निर्णय करने में मेरा
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,0,0.0,2.21,hindi,तय करने में मेरा एक तराजू है
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,1,4.14,5.15,hindi,मेरा देश सबसे पहले
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,2,6.1,9.23,hindi,मैं जो कर रहा हूं मेरे देश का नुकसान तो नहीं हो रहा है
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,3,11.16,13.08,hindi,दूसरा हमारे यहां महात्मा गांधी कहते थे
