utterance_id,audio_path,source,split,chunk_start_sec,chunk_end_sec,span_index,start_sec,end_sec,language,text
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,2,5.5,5.8,hindi,unke
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,3,6.0,6.7,english,aspiration
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,4,8.3,9.3,hindi,unki avashyakta
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,5,11.1,12.8,hindi,jitni mehnat kar saku jitna kar saku
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,6,13.5,14.1,hindi,mai karne ke
lexmodi_original_2h20m_10m__chunk_0006,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0006.wav,lexmodi_original_2h20m_10m,test,84.000,99.000,7,14.1,14.5,english,mood
lexmodi_original_2h20m_10m__chunk_0007,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0007.wav,lexmodi_original_2h20m_10m,test,98.000,113.000,0,0.0,0.83,hindi,मैं करने के मूड में हूं
lexmodi_original_2h20m_10m__chunk_0007,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0007.wav,lexmodi_original_2h20m_10m,test,98.000,113.000,1,0.95,2.92,hindi,आज भी मेरी ऊर्जा वही है जी
lexmodi_original_2h20m_10m__chunk_0007,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0007.wav,lexmodi_original_2h20m_10m,test,98.000,113.000,2,3.99,7.82,english,"Me as an engineer, as a person who loves mathematics, I have to ask."
lexmodi_original_2h20m_10m__chunk_0007,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0007.wav,lexmodi_original_2h20m_10m,test,98.000,113.000,3,8.35,14.7,english,"Srinivasa Ramanujan is an Indian mathematician from a century ago, he's widely considered to be one of the"
lexmodi_original_2h20m_10m__chunk_0008,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0008.wav,lexmodi_original_2h20m_10m,test,112.000,127.000,0,0.17,2.59,english,uh one of the greatest mathematicians of all time
lexmodi_original_2h20m_10m__chunk_0008,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0008.wav,lexmodi_original_2h20m_10m,test,112.000,127.000,1,3.03,3.73,english,self-taught
lexmodi_original_2h20m_10m__chunk_0008,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0008.wav,lexmodi_original_2h20m_10m,test,112.000,127.000,2,4.59,5.89,english,grew up in poverty.
lexmodi_original_2h20m_10m__chunk_0008,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0008.wav,lexmodi_original_2h20m_10m,test,112.000,127.000,3,6.64,8.74,english,You have often spoken about him.
lexmodi_original_2h20m_10m__chunk_0008,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0008.wav,lexmodi_original_2h20m_10m,test,112.000,127.000,4,9.49,13.54,english,Uh what do you find inspiring about him?
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,0,0.81,2.76,hindi,देखिए मैं देख रहा हूं मैं
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,1,3.19,5.37,hindi,के बहुत आदर करता हूं
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,2,5.92,7.64,hindi,और मेरे देश के
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,3,8.24,11.02,hindi,हर कोई उनको आदर करते हैं क्योंकि
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,4,12.63,13.1,english,साइंस
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,5,13.1,13.35,hindi,और
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,6,13.35,14.3,english,स्पिरिचुअलिटी
lexmodi_original_2h20m_10m__chunk_0009,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0009.wav,lexmodi_original_2h20m_10m,test,126.000,141.000,7,14.3,14.71,hindi,के बीच
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,0,0.0,0.65,english,spirituality
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,1,0.65,1.83,hindi,ke beech bahut bada connect hai
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,2,1.83,3.4,hindi,aisa mera mat hai.
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,3,5.46,6.0,hindi,Bahut se
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,4,6.0,8.9,english,scientific advance minds
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,5,10.05,11.54,hindi,agar thoda sa bhi dekhe
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,6,11.54,12.01,hindi,to wo
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,7,12.01,13.1,english,spiritually advance
lexmodi_original_2h20m_10m__chunk_0010,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0010.wav,lexmodi_original_2h20m_10m,test,140.000,155.000,8,13.1,14.0,hindi,bhi hote hain.
lexmodi_original_2h20m_10m__chunk_0011,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0011.wav,lexmodi_original_2h20m_10m,test,154.000,169.000,0,0.99,2.08,hindi,So cut off nahi hota hai.
lexmodi_original_2h20m_10m__chunk_0011,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0011.wav,lexmodi_original_2h20m_10m,test,154.000,169.000,1,3.0,5.78,hindi,Srinivas Ramanujam kehte the ki unhe
lexmodi_original_2h20m_10m__chunk_0011,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0011.wav,lexmodi_original_2h20m_10m,test,154.000,169.000,2,7.05,9.05,english,mathematical ideas
lexmodi_original_2h20m_10m__chunk_0011,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0011.wav,lexmodi_original_2h20m_10m,test,154.000,169.000,3,9.61,13.0,hindi,wo Devi se aate hain jiski wo puja karte hain.
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,0,0.99,1.46,english,Any idea
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,1,1.85,2.91,hindi,tapasya se aate hain
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,2,5.07,5.75,hindi,Aur tapasya sirf
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,3,6.07,6.57,english,hard work
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,4,6.84,7.37,hindi,nahi hai
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,5,8.43,11.75,hindi,Ek tarah se kisi ek kaam ke liye khud ko
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,6,11.97,12.44,english,devote
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,7,12.57,13.0,hindi,kar dena
lexmodi_original_2h20m_10m__chunk_0012,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0012.wav,lexmodi_original_2h20m_10m,test,168.000,183.000,8,13.62,14.46,hindi,Khud ko khapa dena
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,0,0.0,1.23,hindi,को खपा देना
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,1,2.92,5.76,hindi,स्वयं ही जैसे वो कार्य का रूप बन जाए
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,2,8.2,8.71,hindi,और हम
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,3,8.82,9.29,english,नॉलेज
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,4,9.36,10.59,hindi,के जितने ज्यादा
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,5,10.68,11.23,english,सोर्सेज
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,6,11.31,11.97,hindi,के लिए अपने
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,7,12.04,12.41,english,ओपन
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,8,12.46,12.8,hindi,होंगे
lexmodi_original_2h20m_10m__chunk_0013,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0013.wav,lexmodi_original_2h20m_10m,test,182.000,197.000,9,13.9,15.0,hindi,हमारे पास उतने
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,0,0.0,2.12,hindi,हमारे पास उतने ही ज्यादा आइडियाज आएंगे।
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,1,2.88,3.27,hindi,हमें
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,2,4.88,7.89,hindi,इनफॉर्मेशन और नॉलेज के बीच में फर्क करना भी समझना चाहिए।
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,3,7.89,9.09,hindi,करें कुछ लोग
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,4,9.09,10.68,hindi,इनफॉर्मेशन को नॉलेज मानते हैं।
lexmodi_original_2h20m_10m__chunk_0014,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0014.wav,lexmodi_original_2h20m_10m,test,196.000,211.000,5,11.0,14.63,hindi,और इंफॉर्मेशन का बहुत बड़ा पूंजी लेकर के घूमते हैं।
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,0,0.0,1.55,hindi,पुंज लेकर के घूमते रहते हैं।
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,1,2.1,2.7,hindi,मैं नहीं मानता हूं कि
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,2,2.75,3.4,english,information
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,3,3.5,3.9,hindi,का मतलब
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,4,4.0,4.4,english,knowledge
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,5,4.45,4.8,hindi,करना।
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,6,5.5,5.9,english,नॉलेज
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,7,6.0,7.0,hindi,एक एक विधा है
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,8,7.6,8.1,hindi,जो एक
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,9,8.9,9.7,english,प्रोसेसिंग
